,sid_sens,fastrate,temp0,temp_thresh
1.22,0.00012442260676010715,24.95294774719993,1.7238131571961612,2.6394375141231814
2.22,0.00047713726044485496,9.715639025626132,1.5627735933767866,3.4493103765290005
3.22,0.0003851110632766574,7.830268403923466,1.5875914683233592,3.7075694407919517
4.22,0.00053496109996295,6.846656857005804,1.5262736367699152,3.327360215891403
5.22,0.00020138724890339039,15.494841787792705,1.9051457883606435,5.577585300290141
6.22,0.00041347439364361146,5.841295071548513,1.569181700915523,4.720052564659836
7.22,0.0005924668536954694,6.605260467700246,1.5189699924865971,3.590127769082362
8.22,0.00022400652015885513,12.99567635868243,1.7869754129716404,5.663676000033314
9.22,0.00040350947054629765,6.001657282926653,1.538735503667119,3.4851611740745874
10.22,0.0005585565106562508,8.354552286206648,1.4951998413582674,3.653986111108975
11.22,0.00023371826025866174,11.793500603256895,1.736365362461746,5.50166475949276
12.22,0.0004678991854742177,8.55812908944139e-11,1.5083752083855677,8.32266996784049
13.22,0.000612108423384986,5.0762077493577795,1.4669774786706866,3.493463246799893
14.22,0.0002339915539208989,10.342667436913713,1.7140145564762619,3.481548590544067
15.22,0.00042650603660054047,2.386721472680905,1.5184687131260217,1.9593776038986728
16.22,0.0005428534886087078,5.519320437271615,1.524305029925308,1.935595162181549
17.22,0.00024394250382846227,8.969186624646458,1.480039392795268,3.544647370986668
18.22,0.0004297077649278306,3.0671291517841297,1.2527196581291147,3.5963156301651757
19.22,0.0005457934586282772,8.49244788440171,1.1386848764184963,3.9215798696394177
20.22,0.0002700628316826866,8.024769169392549,1.449087214888975,6.640552723100388
21.22,0.0005947696154271858,6.301849110852747,1.1282818812365916,6.492808035767338
22.22,0.0002740018269568605,7.689791424793122,1.4285183250263758,6.896697568268955
23.22,8.64635291666362e-05,16.39465620638266,2.170691638305525e-13,3.4875810234098745
24.22,0.00010044367956465204,15.139311313159416,1.5683788922378854e-13,3.5146216000238457
25.22,0.0001314308556763869,12.729816811332181,2.944688606965427e-14,3.9431116796547996
26.22,0.00015200150480511,11.420770690802552,1.657496350806109e-14,4.310631499999905
27.22,0.0001089866516622973,16.737027585057888,0.2645786284511389,4.17284710412201
28.22,0.00011295295720885524,15.69843100655983,0.29725248971989693,3.4867658668025934
29.22,0.0001104067142769102,15.917182998859245,0.27006438555003864,3.4810254436396413
